claim_id,day_offset,date,avg_temp_c,max_temp_c,avg_pressure_kpa,max_pressure_kpa,vibration_rms_mm_s,runtime_hours,power_draw_kwh,error_code_count,telemetry_received
CLM-0001152,-86,2024-06-25,49.54,51.74,437.1,467.7,1.255,2.07,3.33,0.0,True
CLM-0001152,-85,2024-06-26,47.25,50.53,392.5,419.0,1.061,2.0,2.73,1.0,True
CLM-0001152,-84,2024-06-27,47.85,50.36,434.2,456.0,1.127,3.04,5.05,0.0,True
CLM-0001152,-83,2024-06-28,45.61,50.02,444.3,460.0,1.047,2.9,4.18,0.0,True
CLM-0001152,-82,2024-06-29,50.72,54.12,441.1,469.2,1.223,1.98,3.07,0.0,True
CLM-0001152,-81,2024-06-30,49.86,52.48,438.1,458.2,1.191,2.04,3.16,0.0,True
CLM-0001152,-80,2024-07-01,47.42,51.22,413.2,432.5,1.361,2.03,3.31,0.0,True
CLM-0001152,-79,2024-07-02,49.55,51.49,419.3,443.0,1.31,2.6,3.46,0.0,True
CLM-0001152,-78,2024-07-03,50.33,53.6,422.3,450.2,1.239,2.48,3.44,0.0,True
CLM-0001152,-77,2024-07-04,51.27,54.07,401.0,434.3,1.313,2.56,3.73,0.0,True
CLM-0001152,-76,2024-07-05,49.86,53.56,431.5,458.2,1.283,2.02,3.37,0.0,True
CLM-0001152,-75,2024-07-06,47.82,48.89,429.6,456.8,1.346,1.94,2.85,0.0,True
CLM-0001152,-74,2024-07-07,46.61,48.85,425.1,447.1,1.356,2.19,3.79,0.0,True
CLM-0001152,-73,2024-07-08,53.08,55.79,396.0,417.3,1.498,2.71,4.67,0.0,True
CLM-0001152,-72,2024-07-09,48.08,49.52,431.4,454.2,1.335,3.33,4.98,0.0,True
CLM-0001152,-71,2024-07-10,48.72,49.94,426.1,452.7,1.042,1.91,3.5,0.0,True
CLM-0001152,-70,2024-07-11,49.6,53.74,407.5,422.8,1.408,2.9,4.24,0.0,True
CLM-0001152,-69,2024-07-12,50.54,53.38,420.5,437.7,1.117,2.66,4.06,0.0,True
CLM-0001152,-68,2024-07-13,48.43,52.81,443.4,476.2,1.49,2.05,3.18,0.0,True
CLM-0001152,-67,2024-07-14,50.72,53.7,429.5,455.0,1.161,2.59,4.3,0.0,True
CLM-0001152,-66,2024-07-15,53.92,58.11,439.5,442.4,1.453,2.48,4.04,0.0,True
CLM-0001152,-65,2024-07-16,48.27,50.15,445.6,474.5,1.053,2.5,3.73,0.0,True
CLM-0001152,-64,2024-07-17,49.97,53.65,415.4,440.8,1.441,2.7,3.87,0.0,True
CLM-0001152,-63,2024-07-18,47.0,48.57,415.1,441.6,1.477,3.12,4.81,0.0,True
CLM-0001152,-62,2024-07-19,48.08,51.5,420.4,445.2,1.506,2.68,4.22,0.0,True
CLM-0001152,-61,2024-07-20,47.28,52.55,387.9,426.4,1.434,2.46,4.06,0.0,True
CLM-0001152,-60,2024-07-21,46.76,49.42,434.3,459.1,1.264,2.18,3.76,0.0,True
CLM-0001152,-59,2024-07-22,46.79,50.1,425.9,432.3,1.23,2.37,3.48,1.0,True
CLM-0001152,-58,2024-07-23,51.58,54.32,408.4,444.7,1.259,2.52,3.61,0.0,True
CLM-0001152,-57,2024-07-24,52.27,55.65,416.3,449.5,1.063,2.29,3.58,0.0,True
CLM-0001152,-56,2024-07-25,51.42,54.36,399.4,419.0,1.194,2.73,3.7,0.0,True
CLM-0001152,-55,2024-07-26,48.61,54.0,436.2,456.9,1.37,3.11,5.13,0.0,True
CLM-0001152,-54,2024-07-27,50.52,53.89,420.1,452.7,1.482,1.81,2.47,0.0,True
CLM-0001152,-53,2024-07-28,46.1,48.22,428.4,474.9,1.173,2.18,3.3,0.0,True
CLM-0001152,-52,2024-07-29,43.4,45.78,420.7,450.0,1.176,3.09,4.24,0.0,True
CLM-0001152,-51,2024-07-30,48.17,52.56,445.3,464.5,1.465,2.45,3.46,0.0,True
CLM-0001152,-50,2024-07-31,49.22,51.93,404.3,434.5,1.197,2.88,4.51,0.0,True
CLM-0001152,-49,2024-08-01,48.28,52.55,405.5,424.8,1.1,2.0,2.72,0.0,True
CLM-0001152,-48,2024-08-02,49.25,53.22,400.6,419.4,1.399,2.58,3.76,0.0,True
CLM-0001152,-47,2024-08-03,48.97,51.62,432.6,456.2,1.224,2.3,3.96,0.0,True
CLM-0001152,-46,2024-08-04,47.9,50.3,390.1,421.4,1.279,2.39,3.73,0.0,True
CLM-0001152,-45,2024-08-05,47.95,51.48,392.8,425.9,1.188,2.27,3.3,0.0,True
CLM-0001152,-44,2024-08-06,49.57,51.51,410.2,424.4,1.296,3.05,4.17,0.0,True
CLM-0001152,-43,2024-08-07,52.4,56.59,434.2,454.0,1.045,2.21,3.69,0.0,True
CLM-0001152,-42,2024-08-08,48.05,50.44,431.9,443.5,1.173,2.86,4.8,0.0,True
CLM-0001152,-41,2024-08-09,51.44,54.29,403.2,436.7,1.224,2.43,2.98,0.0,True
CLM-0001152,-40,2024-08-10,47.49,50.85,391.2,419.2,1.133,3.12,4.25,0.0,True
CLM-0001152,-39,2024-08-11,47.39,50.8,445.7,473.7,1.323,2.66,4.24,0.0,True
CLM-0001152,-38,2024-08-12,50.58,52.61,412.0,437.1,1.475,1.88,2.61,0.0,True
CLM-0001152,-37,2024-08-13,52.01,53.04,432.8,459.8,1.314,2.46,3.97,0.0,True
CLM-0001152,-36,2024-08-14,46.84,49.23,432.9,460.2,1.194,2.34,3.34,0.0,True
CLM-0001152,-35,2024-08-15,45.0,48.3,404.0,431.8,1.142,2.65,4.39,1.0,True
CLM-0001152,-34,2024-08-16,48.05,52.02,413.4,431.7,0.926,2.47,3.3,0.0,True
CLM-0001152,-33,2024-08-17,51.38,52.95,432.4,464.5,1.082,1.8,2.62,0.0,True
CLM-0001152,-32,2024-08-18,49.57,52.5,417.0,451.8,1.152,2.27,3.32,0.0,True
CLM-0001152,-31,2024-08-19,45.44,46.77,398.2,425.2,1.32,2.22,3.54,0.0,True
CLM-0001152,-30,2024-08-20,47.59,48.2,418.5,441.7,1.098,2.4,3.6,0.0,True
CLM-0001152,-29,2024-08-21,49.32,54.52,412.9,453.2,1.293,2.53,3.72,0.0,True
CLM-0001152,-28,2024-08-22,51.05,53.55,434.5,465.4,1.394,2.69,3.93,0.0,True
CLM-0001152,-27,2024-08-23,48.23,51.39,431.1,443.1,1.117,2.63,3.36,0.0,True
CLM-0001152,-26,2024-08-24,50.11,53.89,404.6,434.9,1.25,1.44,2.02,0.0,True
CLM-0001152,-25,2024-08-25,50.29,55.07,422.1,456.2,1.393,2.62,3.68,0.0,True
CLM-0001152,-24,2024-08-26,49.04,51.82,393.1,416.7,1.209,2.95,4.57,0.0,True
CLM-0001152,-23,2024-08-27,48.35,50.63,405.7,420.4,1.203,2.47,3.51,0.0,True
CLM-0001152,-22,2024-08-28,50.19,52.59,444.2,479.1,1.142,2.16,3.45,0.0,True
CLM-0001152,-21,2024-08-29,47.97,50.71,421.3,448.8,1.113,2.06,2.94,0.0,True
CLM-0001152,-20,2024-08-30,47.61,50.6,440.9,475.8,1.018,2.76,4.09,0.0,True
CLM-0001152,-19,2024-08-31,45.86,48.86,424.8,451.6,1.11,2.54,3.81,0.0,True
CLM-0001152,-18,2024-09-01,43.91,46.29,429.5,441.0,1.18,2.18,3.07,0.0,True
CLM-0001152,-17,2024-09-02,,,,,,,,,False
CLM-0001152,-16,2024-09-03,48.69,53.34,389.8,420.4,1.379,2.24,2.91,0.0,True
CLM-0001152,-15,2024-09-04,51.33,54.3,426.4,443.8,1.011,2.23,3.48,0.0,True
CLM-0001152,-14,2024-09-05,49.58,51.69,439.0,484.3,1.028,2.42,3.67,0.0,True
CLM-0001152,-13,2024-09-06,51.33,52.38,432.2,449.9,1.406,2.48,3.86,0.0,True
CLM-0001152,-12,2024-09-07,48.36,51.56,390.0,409.2,1.147,2.1,3.5,0.0,True
CLM-0001152,-11,2024-09-08,49.41,52.15,432.8,470.4,1.295,2.26,3.97,0.0,True
CLM-0001152,-10,2024-09-09,47.76,49.87,418.0,432.3,1.353,3.09,4.54,0.0,True
CLM-0001152,-9,2024-09-10,44.49,48.26,413.5,437.8,1.279,2.03,2.82,0.0,True
CLM-0001152,-8,2024-09-11,46.28,48.06,414.9,434.4,1.204,2.49,3.6,0.0,True
CLM-0001152,-7,2024-09-12,47.55,50.65,420.6,445.5,1.317,2.64,4.4,0.0,True
CLM-0001152,-6,2024-09-13,49.3,52.79,407.9,424.9,1.227,2.17,2.95,0.0,True
CLM-0001152,-5,2024-09-14,45.82,47.74,420.0,461.1,1.138,2.19,4.05,0.0,True
CLM-0001152,-4,2024-09-15,63.77,66.87,429.7,447.6,1.203,6.52,3.21,1.0,True
CLM-0001152,-3,2024-09-16,63.85,66.58,425.6,456.6,1.165,6.4,3.11,0.0,True
CLM-0001152,-2,2024-09-17,60.08,63.66,428.4,441.9,1.237,7.38,4.93,0.0,True
CLM-0001152,-1,2024-09-18,64.41,68.14,442.2,465.8,1.061,6.63,3.23,0.0,True
CLM-0001152,0,2024-09-19,62.66,63.17,420.3,456.0,1.366,6.8,3.71,0.0,True
